row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_02_1F12_1.mzML Peak height,20260424_CVOL_Group_02_1F12_2.mzML Peak height,20260424_CVOL_Group_02_1F12_3.mzML Peak height,20260424_CVOL_Group_02_1F12_4.mzML Peak height,20260424_CVOL_Group_02_Control_LB.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_1.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_2.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_3.mzML Peak height,20260424_CVOL_Group_02_Delta_phzC_4.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_1.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_2.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_3.mzML Peak height,20260424_CVOL_Group_02_Delta_pvdE_4.mzML Peak height,20260424_CVOL_Group_02_QC_01.mzML Peak height,20260424_CVOL_Group_02_QC_02.mzML Peak height,20260424_CVOL_Group_02_QC_03.mzML Peak height,20260424_CVOL_Group_02_QC_04.mzML Peak height,20260424_CVOL_Group_02_QC_05.mzML Peak height,20260424_CVOL_Group_02_QC_06.mzML Peak height,20260424_CVOL_Group_02_R47_1.mzML Peak height,20260424_CVOL_Group_02_R47_2.mzML Peak height,20260424_CVOL_Group_02_R47_3.mzML Peak height,20260424_CVOL_Group_02_R47_4.mzML Peak height,20260424_CVOL_bk_mapp_03.mzML Peak height,
1849,889.9843528056226,4.023864,,,,,,,,,,,0,0,878703.3,0,2161925.2,2394860.5,2228954.2,2338408.5,2351345.5,1963676.5,2275940.5,1486881.4,1994176.2,4320139.5,5872659.5,6278376.5,4979965.5,4811996.0,5016206.5,1837028.4,2104678.8,1873165.9,1977830.9,0,
1850,464.21834904827045,4.0260005,,,,,,,,,,,2142125.2,2180893.0,2629343.8,2148485.5,3210667.0,3603791.0,3533596.8,3700663.8,3412342.2,2980919.5,3431762.8,2808233.5,3379333.8,4322158.0,4329114.0,4699760.0,4199894.5,3923564.0,4480853.5,3277340.5,3561679.5,3488774.5,3475514.2,0,
1851,889.482634519056,4.0259857,,,,,,,,,,,8.8658984E7,8.48235E7,1.014436E8,8.699866E7,1.8925285E8,1.3271107E8,1.3548597E8,1.5116026E8,1.29450056E8,1.2209424E8,1.3602069E8,1.0560333E8,1.22730744E8,2.4157467E8,3.297988E8,3.651637E8,2.7304102E8,2.2641099E8,2.5602675E8,1.26066056E8,1.2897142E8,1.1272842E8,1.218684E8,0,
1852,445.2454135075505,4.02646,,,,,,,,,,,7.898097E7,8.71622E7,9.699235E7,8.005983E7,1.5685413E8,1.2553411E8,1.2756298E8,1.3262075E8,1.2353781E8,1.1375452E8,1.2801336E8,1.05838136E8,1.1921313E8,2.1357698E8,2.6209746E8,2.6156666E8,2.3773771E8,2.1592738E8,2.2507685E8,1.1939257E8,1.196622E8,1.2036207E8,1.19139736E8,0,
1853,241.2035827499805,4.012244,,,,,,,,,,,0,0,0,0,0,1197995.4,0,0,0,0,0,774397.94,0,0,0,0,0,0,0,0,0,1022477.75,0,1221346.2,
1854,511.2767923585314,4.0298424,,,,,,,,,,,4457152.0,3819530.0,4786488.0,3854664.8,5457932.0,4581128.0,4465885.0,4836512.0,4721183.5,3970490.0,4872037.5,3817855.8,4618171.5,8388735.0,9441093.0,1.0200697E7,1.0844109E7,8205528.5,8615956.0,4619546.5,5084020.0,4437959.5,4658086.5,0,
1855,651.3775734450379,4.0312467,,,,,,,,,,,3088680.5,2697525.5,3198373.2,3299067.5,4287478.5,2397822.2,2705677.8,2481969.8,2282107.2,2353959.5,3363953.2,1963641.0,2689820.2,5117111.5,8351952.0,5740279.0,5217149.0,5281485.5,5778156.0,2680169.8,2684042.0,2298030.0,2790473.0,0,
1856,574.3577545186546,4.0336223,,,,,,,,,,,3828151.8,2697626.5,2988427.5,0,1781040.9,4422446.0,4001056.8,4598706.5,4153882.2,3758001.8,4002707.5,3454923.5,5277257.5,5218955.5,6225208.0,7304425.5,5731432.0,4725310.0,5032354.0,4810536.5,4354488.5,4128171.5,4575118.5,0,
1857,261.1598399504793,4.036334,,,,,,,,,,,3646163.5,3647321.2,4207057.0,3463605.0,4989527.5,4659377.0,4071051.8,4153816.0,4324413.0,3655956.8,3942965.2,3682722.2,3960576.5,6139121.5,6559288.0,7747846.5,7933800.5,6160669.5,6188308.0,4416637.5,3793550.0,3653224.2,4104419.0,0,
1858,552.376508751879,4.0388503,,,,,,,,,,,6.2100148E7,4.76377E7,4.1968308E7,4.082349E7,1.688112E7,5.88769E7,4.91617E7,6.4767424E7,5.7521868E7,5.6398852E7,6.123462E7,5.1662116E7,5.736087E7,1.1120385E8,1.3051096E8,1.4938734E8,1.5263328E8,1.1255136E8,1.053526E8,6.822821E7,5.7071984E7,5.6308836E7,5.24996E7,0,
1859,276.6915115005431,4.03928,,,,,,,,,,,3186242.8,2483165.0,2133462.8,2475068.8,0,2968718.8,3090908.8,3381853.0,2980096.2,2783085.0,3029045.5,2567724.2,3130277.8,5499990.5,6063239.5,6208825.5,6404515.0,6400433.5,6156229.0,3350682.5,3124096.5,2909910.8,2904162.2,0,
1860,536.3085778273686,4.0417905,,,,,,,,,,,1.5875105E7,1.5289762E7,1.7214096E7,1.432069E7,1.82532E7,1.5900375E7,1.3642895E7,1.7466112E7,1.5341296E7,1.5906083E7,1.6665594E7,1.3857418E7,1.5834842E7,2.6407958E7,2.8838482E7,3.5655376E7,3.625977E7,2.83281E7,2.723613E7,1.749409E7,1.5551798E7,1.399335E7,1.4790228E7,0,
1861,558.2908697723569,4.044307,,,,,,,,,,,1700555.5,1439779.4,1687154.6,1538941.2,1811649.4,1710558.0,1487146.8,1855534.6,1764407.6,1599149.8,1690419.2,1655411.5,1710461.4,1820782.4,1620923.6,1992663.2,2112303.0,1663524.2,1383383.2,1962545.5,1640544.9,1366615.2,1576580.0,0,
1862,871.4941581667019,4.047082,,,,,,,,,,,1665603.5,0,1888197.5,1896257.4,2725715.0,2703713.0,1704393.9,2657569.0,2620681.2,2472927.5,2592671.0,1808628.6,2672180.5,4182534.8,4606359.5,5636509.0,5283276.0,4754556.0,3449460.5,2498612.8,2543366.2,1912673.2,2265311.8,0,
1863,318.1236883311899,4.0464807,,,,,,,,,,,2751828.8,2516633.0,2765038.8,2102852.0,4537924.0,2749817.2,2442960.0,2909665.5,2764665.8,2939266.0,3094106.5,2772766.5,2663006.8,4177520.2,5017114.0,5540925.0,5409380.0,4558474.0,4452615.0,2911847.2,2632401.0,2780696.8,2498659.0,0,
1864,656.8673532842589,4.0562882,,,,,,,,,,,2499757.8,2526794.8,2593754.0,2242553.8,3652493.0,0,0,0,0,0,0,0,0,1027706.4,992012.0,1029454.8,0,0,0,0,0,0,0,0,
1865,643.3982532195367,4.0508885,,,,,,,,,,,6203887.5,6431569.5,6077969.0,5749624.0,7491466.0,0,0,0,0,0,0,0,0,1747608.0,1721725.4,1974206.9,2272666.5,1416352.1,1001417.25,0,0,0,0,0,
1866,540.3186443632106,4.05547,,,,,,,,,,,8406495.0,6540901.0,4705767.5,4736912.5,0,6050078.5,6013569.5,7228367.0,6598705.0,6889818.0,6859612.0,5871951.5,6465618.5,1.2553995E7,1.3317157E7,1.4389869E7,1.3849851E7,1.3179617E7,1.1610811E7,5865289.5,5516986.0,6812664.5,5877802.5,0,
1867,132.10198879887136,4.0545344,,,,,,,,,,,2772607.5,2263027.5,1726057.9,2001961.5,0,2444887.0,2311994.5,2726051.8,2395568.5,2474429.5,2229275.5,2296824.2,2476697.2,4307546.5,4532476.5,5301725.0,4785593.5,4472887.5,4509664.0,2176900.0,2484611.5,2304790.0,2391793.5,0,
1868,336.21010355476193,4.0561604,,,,,,,,,,,4.842133E7,3.814429E7,2.6564358E7,3.0314794E7,1458277.6,3.643471E7,3.3358184E7,4.138646E7,3.8626452E7,3.8607036E7,3.6728056E7,3.5481776E7,3.7481596E7,7.254023E7,8.182218E7,8.616898E7,8.1583624E7,7.350139E7,6.954894E7,3.2134818E7,3.2398228E7,3.7769876E7,3.5943836E7,0,
1869,672.4158618072543,4.0557637,,,,,,,,,,,5.2696784E7,4.0767732E7,3.518613E7,3.756749E7,1598748.9,3.8861496E7,3.9919756E7,4.8789124E7,4.3926776E7,4.7186892E7,4.9894616E7,3.656221E7,4.6681684E7,9.159684E7,8.857117E7,9.222131E7,8.796894E7,8.200822E7,7.121542E7,3.718667E7,3.752574E7,4.572071E7,4.3459376E7,0,
1870,671.4132947399193,4.0566454,,,,,,,,,,,1.2744795E8,9.939942E7,7.222077E7,8.725356E7,3496159.5,9.560675E7,9.930904E7,1.1969691E8,1.06787784E8,1.1486338E8,1.0686829E8,8.993322E7,1.1368173E8,1.892907E8,2.1702976E8,2.282187E8,2.0889742E8,1.9780696E8,1.7738043E8,9.176991E7,9.2163064E7,1.1165904E8,1.0680376E8,0,
1871,473.27595840085587,4.062712,,,,,,,,,,,4041036.5,3610002.8,2888920.2,3729664.0,3680526.8,3706529.5,3887066.0,4557722.5,3647869.5,4165335.5,3977677.2,3542748.0,4017399.5,8359134.5,8331371.0,9455201.0,8110302.0,7860720.0,7308349.5,3298816.5,3407333.0,4137264.8,4140311.8,0,
1872,693.3948351701534,4.063238,,,,,,,,,,,1.6191027E7,1.3119635E7,1.0380835E7,1.4857132E7,0,1.4548226E7,1.7381728E7,1.6805218E7,1.474064E7,1.7156328E7,1.6786364E7,1.389415E7,1.901278E7,1.6252065E7,1.3254149E7,1.5246645E7,1.3615642E7,1.4142829E7,1.5944622E7,1.3613566E7,1.4858196E7,1.7615268E7,1.7750508E7,0,
1873,986.5353927302208,4.0699463,,,,,,,,,,,0,0,0,0,0,2325821.8,2878306.5,2586608.2,2830103.8,2624129.8,3009775.2,2511056.8,2721924.0,6001604.5,5779925.0,6746826.0,5598949.5,5645000.5,5835931.0,2144415.8,2266952.2,3211731.8,2738644.8,0,
1874,493.7713559412479,4.069703,,,,,,,,,,,0,985172.75,834266.56,824244.94,0,2800350.5,3112478.2,2925134.0,2940921.8,2908303.5,2864944.0,2694441.2,2705339.0,5685024.0,5128256.5,6001289.0,5163892.5,5193981.0,5504068.5,2340036.0,2510207.2,3147347.2,3063172.2,0,
1875,401.7630063782987,4.072949,,,,,,,,,,,2545236.5,3021659.2,3130838.2,3267015.5,5740886.5,3139841.0,3387517.0,3782237.2,2781582.0,3820931.5,3696534.0,3223258.2,2966073.0,8425561.0,8209840.5,9252876.0,8168895.5,7819699.0,7920848.5,2924352.8,3002853.2,3531602.8,4055856.0,0,
1876,573.3034911368874,4.0720053,,,,,,,,,,,1597435.8,1880063.8,1724745.8,2247082.0,1941275.4,2056427.2,2104808.2,2259240.5,1940923.6,2039150.4,2356546.0,2046019.6,1922667.0,5048058.5,4611752.5,5084837.5,4674783.5,4775063.0,5043642.0,1874031.8,1906919.1,2210944.0,2296684.5,0,
1877,613.2983886221949,4.072703,,,,,,,,,,,3133593.2,4696503.5,5337408.0,6833071.5,0,0,1728360.6,1989359.2,1944126.9,2866925.2,3165797.8,3380892.0,2185207.5,6794787.0,6083859.5,7039508.5,6131674.5,6362765.0,7540892.0,1705140.1,1822283.4,2312108.5,2257555.0,0,
1878,711.3605243145415,4.0787597,,,,,,,,,,,979105.4,1254873.5,1368436.8,1270620.8,1417591.4,0,0,0,0,0,0,0,0,833455.06,0,862090.0,0,0,810093.7,0,0,0,0,0,
1879,636.3397853929503,4.0884805,,,,,,,,,,,2005227.8,2077088.4,2481442.0,1987576.4,3050089.5,2170528.5,2684206.2,2784028.2,2240386.0,2269903.5,2415064.0,2675298.8,1982742.0,5387978.0,4930798.0,5731734.5,4439059.5,5535667.5,5101432.0,2388145.5,1943085.4,2264329.5,2328393.2,0,
1880,588.3760594397971,4.0903325,,,,,,,,,,,0,1035106.06,0,930520.25,1447674.1,0,0,1236157.2,0,1095596.6,986640.06,1286232.8,961847.44,2522231.5,2291338.2,2704811.2,1944279.6,2543173.8,2177521.5,1154058.2,0,1000206.44,1029944.6,0,
1881,555.8378036595367,4.093142,,,,,,,,,,,2107659.2,2561394.0,2943657.0,2570871.2,4259218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1882,494.7781023338567,4.0936766,,,,,,,,,,,1634513.0,1880168.9,2020753.8,1777921.8,2772598.2,1444418.2,1411258.2,1780648.9,1191118.1,1511936.9,1554005.4,1706834.2,1435458.2,3404467.2,3788107.8,4390746.5,3454803.5,3647460.0,3210351.0,1804978.6,1477597.6,1458423.4,1755140.8,0,
1883,600.3270236082296,4.0956645,,,,,,,,,,,0,1194804.1,1609394.4,1333500.6,2817415.0,1736847.5,1824813.0,2020556.4,1958619.9,2175950.0,2141775.8,2308066.0,1820356.0,4241235.5,4145243.2,4456107.5,3674822.2,4465956.0,3878572.8,1987542.8,1717117.2,2030817.1,1969775.6,0,
1884,600.8285261662687,4.0952754,,,,,,,,,,,0,0,0,0,1927349.5,1195795.4,1315881.5,1516080.6,1366945.5,1549654.6,1550120.6,1701270.0,1253185.4,3086800.5,3154159.2,3459685.2,2882698.8,3030958.2,2800998.0,1550662.8,1299370.9,1399765.5,1414913.4,0,
1885,523.291974326181,4.097982,,,,,,,,,,,0,0,0,0,0,908524.2,976121.8,1048093.8,1012396.25,1102979.9,996066.9,1169906.2,0,2158076.8,2131795.8,2391368.0,1917812.9,2251034.2,1982581.0,968540.3,0,901136.5,964932.3,0,
1886,598.340057352913,4.1295834,,,,,,,,,,,1784048.0,1987110.9,2063233.0,2050666.8,2574323.2,0,0,0,0,0,0,0,0,2267768.8,2341611.2,2476824.8,2269820.0,2549421.0,2476543.5,0,0,0,0,0,
1887,516.7814671841649,4.1232038,,,,,,,,,,,2449008.8,2897112.8,2752695.5,2309571.5,3537080.2,0,0,0,0,0,0,0,0,1472031.6,1609112.1,1661938.4,1541064.0,1370196.8,1238537.2,0,0,0,0,0,
1888,776.4251484902508,4.145975,,,,,,,,,,,2.324063E7,2.3490494E7,2.084231E7,2.0245776E7,3.3842652E7,1324328.0,1675049.5,2548539.2,0,1571349.1,0,0,0,2.2676778E7,2.6001622E7,2.0008134E7,2.4028592E7,2.3175062E7,2.2348576E7,2092393.9,2415486.5,1980226.9,2879681.5,0,
1889,787.4148118272657,4.1454825,,,,,,,,,,,4014734.2,4353621.5,4374212.0,3897798.5,5475035.5,0,0,0,0,0,0,0,0,3141662.5,3396723.2,2676402.8,3140639.0,3858836.2,3328401.8,0,0,0,0,0,
1890,736.8912379268756,4.149246,,,,,,,,,,,0,0,0,0,0,2036010.2,2056703.2,2957204.2,0,2472472.5,1892819.1,1924916.2,0,6639753.5,7982531.5,5849707.0,6414095.5,6653725.0,7437891.5,2410493.5,2833909.2,2772807.5,3305746.0,0,
1891,725.9016127734105,4.1497054,,,,,,,,,,,0,0,2131668.8,0,0,1.1479331E7,1.1256164E7,1.5100065E7,5245432.5,1.405555E7,1.2763003E7,1.0735855E7,1.0135589E7,5.0488004E7,5.8019744E7,4.8187144E7,5.620556E7,5.3342264E7,5.507297E7,1.6770153E7,1.474185E7,1.6079628E7,1.859902E7,0,
1892,526.3029334439359,4.1549273,,,,,,,,,,,2354668.5,2388522.2,2420645.0,0,2791476.0,2309177.2,0,0,0,0,0,2154346.8,0,5051918.0,6248017.0,4763299.5,4905387.5,4824822.0,4797772.5,0,0,2464877.0,2378211.5,0,
1893,558.2927094101142,4.16028,,,,,,,,,,,2475498.0,2954374.0,2350176.0,2226847.0,2984630.8,2647677.5,2159272.2,2389138.8,2677006.2,2709007.2,2808202.8,3052102.2,2288266.2,7015194.5,7496402.5,6324488.0,7179766.5,6407043.5,7142553.0,2803389.8,1866512.0,2633955.0,2682924.8,0,
1894,613.3502722294215,4.1626034,,,,,,,,,,,2556147.2,3372655.8,2974930.8,2846775.2,4265261.5,0,0,0,0,0,0,0,0,1351934.0,1592197.8,1419842.1,1524976.5,1178563.1,1152995.6,0,0,0,0,0,
1895,593.8640448701246,4.165576,,,,,,,,,,,1252745.2,1732878.1,1271994.8,1195371.2,1877620.4,0,0,936987.06,0,917486.3,1104820.4,0,0,2595039.2,2941273.8,2570509.8,2576332.5,2686604.5,2514878.2,1186102.8,0,0,1072224.6,0,
1896,661.8723621826331,4.1675572,,,,,,,,,,,1.5550065E7,2.4090386E7,2.1209824E7,1.9069052E7,2.3768316E7,1.0535921E7,1.1610383E7,1.5030511E7,6391504.5,1.5465936E7,1.5103066E7,1.1301126E7,1.0203883E7,4.2425196E7,4.374143E7,4.064164E7,3.986827E7,4.0574348E7,3.690205E7,1.703817E7,1.3982234E7,1.3414499E7,1.6071081E7,0,
1897,611.3481920391196,4.171012,,,,,,,,,,,9295130.0,1.4261577E7,1.2188994E7,1.1914688E7,1.9852418E7,2565621.0,2943607.2,3681229.5,1356722.5,3725875.0,3690331.8,2724698.2,2366046.8,1.5716887E7,1.7697136E7,1.6340745E7,1.3755471E7,1.4973728E7,1.2994551E7,4043116.5,4047926.8,3151728.5,3755588.8,0,
1898,672.8621200451884,4.167866,,,,,,,,,,,3256972.8,5272246.0,4889023.0,3947129.0,4876056.5,2340152.8,2953122.0,3023936.2,0,3200975.0,3627237.2,2489822.5,2199810.8,6066036.0,5500618.5,5541034.5,6059370.0,6546810.5,5092627.0,3936166.5,2773297.5,3039742.8,3628989.5,0,
1899,665.3632715299472,4.177073,,,,,,,,,,,2389643.0,3447507.0,2723209.8,3106701.5,2401222.0,0,0,2539789.5,0,2245805.2,2197313.5,1725261.8,1663390.1,5042783.0,4680189.5,3588964.2,3482962.8,4391368.0,4534505.0,2236268.5,2190196.0,1934879.4,1783712.1,0,
1900,644.3851761876398,4.176879,,,,,,,,,,,3513287.8,5118738.0,4135516.8,4580434.0,4290062.0,2810851.2,2880211.2,4097303.0,2692340.8,3957252.8,3753930.5,3031298.5,2981643.2,9260096.0,1.0426102E7,8909825.0,8824787.0,9159749.0,1.0167103E7,3875952.8,3825356.0,3370421.8,2987761.8,0,
1901,705.3973763249312,4.173654,,,,,,,,,,,0,0,0,0,1392987.5,746764.7,0,0,833425.75,0,995053.06,911496.8,0,2074456.9,2171116.8,1972899.2,1963239.8,1904204.6,1689123.4,0,0,894317.3,886713.4,0,
1902,643.3820361598629,4.1768813,,,,,,,,,,,8610492.0,1.1261783E7,9073698.0,9190126.0,8749051.0,6586650.5,6907368.0,8624396.0,6414059.0,7792883.0,8880165.0,7248919.0,6649010.0,2.4267926E7,2.6728188E7,2.2918778E7,2.2772186E7,2.435525E7,2.0818736E7,8395493.0,7424947.5,7528689.0,7410400.5,0,
1903,322.19430068675945,4.176642,,,,,,,,,,,1795169.0,1863113.0,1655886.8,1702410.0,1484855.2,0,0,0,0,1632115.2,1832739.1,0,1331099.8,3829122.2,4253439.5,3911857.0,3398296.0,4285614.0,3797330.5,1819615.4,1674561.2,0,0,0,
1904,494.7788500686122,4.203432,,,,,,,,,,,0,0,0,0,1371171.5,0,0,0,0,1202151.5,1047538.4,1078754.2,0,2141985.2,2747444.0,2582061.2,2343465.0,2203354.5,2033412.4,0,0,978628.5,0,0,
1905,569.308857194237,4.202441,,,,,,,,,,,1284251.4,1837531.6,2123882.8,1968448.4,0,0,0,0,0,0,0,0,0,2544008.0,2858002.8,3154293.2,2683640.5,2423422.2,2136114.0,0,0,0,0,0,
1906,558.3345179627626,4.20453,,,,,,,,,,,754080.94,1026703.75,1090702.9,1029810.6,2428567.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,586.3604019274129,4.2287264,,,,,,,,,,,1536969.0,1604638.6,0,1336259.5,0,1294031.6,1313335.4,1200692.1,1296601.1,1472924.0,1446541.6,0,1255988.5,2874327.5,4189702.5,4111735.2,4219877.0,3453780.0,3790814.2,1208467.1,1446990.0,1338272.1,1152009.9,0,
1908,400.7371210265791,4.2022715,,,,,,,,,,,0,1012434.7,997539.2,904411.7,1810992.5,0,0,0,0,0,0,0,0,1245884.0,1472579.1,1408042.1,0,1352242.1,1045898.44,0,0,0,0,0,
1909,569.8294869085495,4.240854,,,,,,,,,,,2777767.5,3878931.8,3851736.5,3348010.5,5357953.0,0,0,0,0,0,0,0,0,3200364.8,3524601.8,4170043.8,3727056.8,3902608.8,3804958.2,0,0,0,0,0,
1910,645.3223954716764,4.2505474,,,,,,,,,,,1550367.1,1939363.6,1735124.0,1676945.4,2716283.2,0,0,0,0,0,0,0,0,3308601.2,3319810.2,4578569.5,3766084.8,3156297.8,3459420.5,0,0,0,0,0,
1911,623.3408528029983,4.250455,,,,,,,,,,,2857190.0,3229828.0,2930650.0,2743445.8,4735508.5,2304591.5,2154540.5,2324420.5,2252955.2,2666216.5,2415686.2,2137545.0,2233772.0,5879907.5,6224238.5,7567246.0,6796022.5,5706987.0,5765397.5,2541601.0,2108083.2,2503172.5,1972899.0,0,
1912,453.30735301472686,4.260842,,,,,,,,,,,0,1809057.2,1602756.6,1590566.0,2044331.6,1631906.9,0,1626591.9,1607983.0,1421244.8,1312514.8,1327655.9,0,3760427.8,3279205.2,3203179.0,3206036.5,2822782.5,3550065.0,0,0,1714299.5,0,0,
1913,612.3558854146783,4.2706075,,,,,,,,,,,7207785.0,6798300.0,8869739.0,6614766.5,1.2200912E7,0,0,1614601.4,0,1547234.5,0,0,0,7627018.5,9494337.0,6862298.5,7318153.5,6420093.5,6824205.0,0,1644740.4,0,1861037.2,0,
1914,544.3190590389502,4.280267,,,,,,,,,,,1987567.5,3207267.8,2662859.2,2974912.0,7164654.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1915,385.1765574078203,4.2779145,,,,,,,,,,,6831785.0,7118966.5,6335178.0,6656027.0,0,2152073.2,2196004.5,0,0,2762325.0,2936387.0,2579308.8,2361684.8,4258742.0,3760336.5,3770512.8,2739293.0,3256246.2,3736853.5,2170778.8,2246167.8,2432060.2,2284464.5,0,
1916,339.18658832914394,4.2925224,,,,,,,,,,,0,0,0,0,1415394.0,1870012.5,2074850.5,1807909.5,1670819.2,2025689.4,1605776.1,1866941.5,1750195.4,3226086.2,3644956.8,4118438.2,3309590.0,3402770.8,3373534.0,0,1988361.4,1748395.1,0,0,
1917,677.3663919851715,4.294169,,,,,,,,,,,4949437.0,6303075.0,5061671.5,5356606.5,6355903.0,8808712.0,7676466.0,6858067.5,6483090.0,8182893.0,8121049.5,7602023.5,6073471.5,1.5777574E7,1.660836E7,1.89873E7,1.4983466E7,1.6930678E7,1.5330711E7,8159971.0,8819578.0,7634685.0,8412455.0,0,
1918,747.3721818920618,4.3003926,,,,,,,,,,,3.611797E7,4.428222E7,4.380797E7,3.681206E7,6.1503456E7,4.4694784E7,3.9875376E7,3.8599864E7,3.6782604E7,4.391339E7,4.4922204E7,4.363815E7,3.2304954E7,8.618924E7,9.598025E7,1.1279797E8,9.967103E7,9.182539E7,9.022891E7,4.4361036E7,3.8140256E7,4.7033852E7,4.901301E7,0,
1919,769.353360442305,4.3003926,,,,,,,,,,,1.2008492E7,1.474696E7,1.4911143E7,1.2679336E7,1.77022E7,1.7921248E7,1.6356433E7,1.2358962E7,1.4906676E7,1.4300036E7,1.4372104E7,1.4204997E7,1.0040951E7,1.710492E7,1.6826904E7,2.0315684E7,1.7791214E7,1.704494E7,1.8462066E7,1.427375E7,1.2095262E7,1.5225564E7,1.6096352E7,0,
1920,586.3239985064653,4.3035507,,,,,,,,,,,0,0,0,0,0,1157948.5,0,0,1043346.9,1023140.75,1215960.4,1014385.3,812661.75,2000590.4,1937127.4,2323057.8,1947645.8,2069754.5,1972012.4,0,0,1168790.1,1040716.4,0,
1921,374.1894373962041,4.2999434,,,,,,,,,,,3219966.2,3695089.2,4504789.0,4377647.0,4317746.5,4337277.0,4291732.0,3330855.0,3516477.8,3844203.0,3402716.5,3476351.2,3135906.8,5990304.0,7067558.5,8750464.0,7711907.0,7345525.0,7016468.5,3647079.0,3579287.2,4037008.8,4727545.5,0,
1922,742.4515135006303,4.3008785,,,,,,,,,,,3554842.8,3752353.0,4063143.8,2987786.5,4230755.5,3616707.8,2937246.5,3166116.2,2767689.8,3303482.0,3757473.8,2731520.5,2341818.0,6169976.5,6885894.5,8420920.0,7070728.0,6738144.0,7081048.0,3775432.8,2488186.5,3832673.8,3835470.5,0,
1923,384.2130462502246,4.3028283,,,,,,,,,,,9960811.0,9586472.0,1.0400528E7,8098555.0,1.13991E7,9185967.0,8048664.5,8340708.0,7006183.5,9090915.0,9802791.0,9141259.0,6990359.0,1.7371218E7,1.8076136E7,2.037373E7,1.9809734E7,1.9254082E7,1.688788E7,9608775.0,7163410.5,9366094.0,9318583.0,0,
1924,406.1949189231018,4.3048177,,,,,,,,,,,4767289.0,4727915.5,4559294.5,4363371.5,4804928.5,3847411.0,4040305.0,4418934.0,2914144.5,4216144.5,4173692.0,4014166.5,3032815.8,4317291.0,4932401.5,4544150.5,4412981.5,4607061.5,4172605.0,4300552.0,3271968.5,4202402.5,3996727.0,0,
1925,988.5118662066894,4.3239603,,,,,,,,,,,0,0,0,0,0,2076918.0,1828279.5,2089995.8,2814803.2,2940726.2,2424617.2,2805512.0,2069180.6,6812441.0,7241922.0,8043644.5,7206598.0,6289486.5,5958094.5,1947602.5,2274872.2,2688445.5,2435405.2,0,
1926,966.530148794642,4.325932,,,,,,,,,,,0,0,0,0,0,3262956.5,3083590.8,3322206.0,4457145.5,3820989.5,3704388.8,4115799.2,3409792.2,8525432.0,9806345.0,1.0141256E7,9191064.0,8137273.5,7293061.0,3105998.5,3197469.8,4103728.0,3850710.8,0,
1927,483.7688155530847,4.3272743,,,,,,,,,,,0,0,0,0,0,3710578.8,3979579.8,3858386.5,4706598.5,4147382.0,4227797.0,4829363.5,4199050.0,6585535.5,7783724.5,7522209.5,7226895.5,6988958.5,6386576.5,3341166.5,3669561.8,3947066.5,3823635.0,0,
1928,770.4819560216072,4.332099,,,,,,,,,,,3011515.2,2041525.4,0,1741416.8,0,1553798.0,1574843.0,1745400.6,1546970.2,1468390.2,1750650.9,1750868.4,1321198.0,4659224.0,4061120.8,5566061.5,4143343.0,3876004.5,3620375.8,1351786.0,1461614.5,1850155.9,1715168.2,0,
1929,434.2707793152366,4.331162,,,,,,,,,,,0,0,0,0,0,1091635.6,1194287.5,1137876.4,1130654.9,1080764.1,1207030.6,1244800.2,1106898.4,2228398.5,2713750.8,2552313.5,2418689.2,2319373.8,2079733.9,1058505.4,1079195.4,1290958.4,1246087.6,0,
1930,596.361205032222,4.3214693,,,,,,,,,,,1553557.4,1921185.1,1770185.0,1498683.5,2478423.5,0,0,0,0,0,0,0,0,0,1438064.5,1303895.8,1284828.6,1106824.9,1093107.5,0,0,0,0,0,
1931,339.70241079158336,4.3324847,,,,,,,,,,,1416822.1,1325515.0,1219679.8,1152585.0,1653147.4,1199886.8,1310645.5,1255363.0,1177454.5,1147274.4,1339140.8,1271977.1,1116922.6,2721667.5,3005320.0,3015452.5,2627015.0,2696203.0,2548485.5,1173032.5,1147823.4,1298858.6,1260279.8,0,
1932,385.744234598611,4.333155,,,,,,,,,,,2693171.0,2022139.8,0,1563664.4,0,1599079.2,1751188.4,1895420.0,1665079.6,1567098.1,1831528.5,1807244.6,1483033.2,3831198.0,4030414.0,4488147.5,3568557.5,3642583.0,3481321.0,1575222.9,1571135.8,1938852.8,1676530.6,0,
1933,825.959692408997,4.3341007,,,,,,,,,,,1.2580075E7,1.4166151E7,1.282892E7,1.2551757E7,2.0739966E7,0,0,0,0,0,0,0,0,1.1929096E7,1.2950232E7,1.6317366E7,1.3099352E7,1.1944911E7,1.1363477E7,959020.25,0,0,1508390.1,0,
