row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_02_1F12_1.mzML Peak height,20260428_CVOL_Group_02_1F12_2.mzML Peak height,20260428_CVOL_Group_02_1F12_3.mzML Peak height,20260428_CVOL_Group_02_1F12_4.mzML Peak height,20260428_CVOL_Group_02_Control_LB.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_1.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_2.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_3.mzML Peak height,20260428_CVOL_Group_02_Delta_phzC_4.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_1.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_2.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_3.mzML Peak height,20260428_CVOL_Group_02_Delta_pvdE_4.mzML Peak height,20260428_CVOL_Group_02_QC_01.mzML Peak height,20260428_CVOL_Group_02_QC_02.mzML Peak height,20260428_CVOL_Group_02_QC_03.mzML Peak height,20260428_CVOL_Group_02_QC_04.mzML Peak height,20260428_CVOL_Group_02_QC_05.mzML Peak height,20260428_CVOL_Group_02_QC_06.mzML Peak height,20260428_CVOL_Group_02_R47_1.mzML Peak height,20260428_CVOL_Group_02_R47_2.mzML Peak height,20260428_CVOL_Group_02_R47_3.mzML Peak height,20260428_CVOL_Group_02_R47_4.mzML Peak height,20260428_CVOL_bk_mapp_pre_01.mzML Peak height,
2249,331.19812242782103,8.967388,,,,,,,,,,,3367433.2,3242020.8,2991508.5,3308298.5,0,2216014.5,2509807.2,2673902.8,3114115.0,3084358.8,2459347.8,2924334.5,2804275.5,2653721.8,2684188.8,2568476.8,2822124.2,2488353.8,2838721.2,2507371.0,2735741.8,2239674.2,2804372.2,0,
2250,346.2088742965951,8.977564,,,,,,,,,,,2005587.9,1926577.1,2030874.0,2160673.5,2242802.2,1136237.6,1391398.0,1400446.2,0,0,0,0,1196937.6,1347236.5,1396978.4,1506890.5,1552174.4,1309528.6,1650372.4,1361281.5,1290547.9,1079770.5,1537661.9,0,
2251,253.1299150816233,8.970742,,,,,,,,,,,6824138.0,0,3925615.8,5784109.5,0,0,1378056.2,1724157.8,0,0,1022557.7,0,1318052.0,2924116.5,2659728.0,2264867.2,2568788.0,2517129.8,2533421.5,2201010.0,2056302.4,1544427.8,1485160.6,0,
2252,319.16153220847184,8.993961,,,,,,,,,,,1637828.8,1728018.6,1663334.0,1584070.5,0,1421973.8,1731339.9,1863082.2,1669175.4,1549741.2,1615529.4,1785366.4,1717782.9,1389699.1,1503116.9,1393773.5,1502322.5,1588386.0,1675462.2,1467326.4,1544875.1,1361125.5,1696824.6,0,
2253,430.24196178584316,9.011289,,,,,,,,,,,0,0,0,0,2848180.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2254,528.2246213167732,9.01984,,,,,,,,,,,0,0,0,0,0,1742880.5,2002472.2,1900767.5,2645189.0,2340213.2,2131052.0,2879751.5,2318785.5,1560153.8,1729389.6,1451459.6,1741914.2,1620423.8,1627110.8,1313250.8,1611965.6,1591484.0,1688936.1,0,
2255,152.05684588348294,9.017035,,,,,,,,,,,2158697.8,2521796.5,2207302.5,2618728.5,1262233.6,1869358.5,2178879.8,2473029.2,2133655.0,2363911.5,1851546.5,2133368.5,2352945.0,1793038.2,1981137.6,1842843.8,2022307.0,2178044.5,2239835.8,1732519.5,2437239.8,1994506.8,2152837.2,0,
2256,337.1721248845655,9.018592,,,,,,,,,,,1843906.4,1676972.0,1660123.6,1533039.0,0,1382784.8,1292682.0,1732328.4,1771739.0,1359660.6,1124760.9,1623704.1,1895022.5,0,0,0,0,1387197.0,1676885.0,0,1627517.4,1144482.6,1570538.8,0,
2257,558.325659392432,9.04522,,,,,,,,,,,3867056.2,5245540.5,5344198.0,5021827.0,2683571.5,4195507.5,4118007.0,4319452.0,5817184.0,6527564.5,5412751.0,7360038.0,5825472.0,3954697.5,4322492.0,4067274.0,5202090.5,4146346.8,4215061.0,3038580.8,4116174.5,3641580.2,3682166.2,0,
2258,520.2443130960921,9.051509,,,,,,,,,,,2124837.8,2810770.5,2647974.5,2564827.2,0,1541505.4,1614083.2,1619423.5,2262509.0,2447042.2,2097004.5,2796906.5,2335256.0,1508032.4,1688857.1,1467262.4,1930792.5,1647705.0,1620428.9,0,1515021.6,1676530.9,1437935.1,0,
2259,289.18739846976797,9.020267,,,,,,,,,,,4705470.5,3906163.5,3694387.0,2785486.8,1.4536459E7,0,0,0,0,0,0,0,0,3011135.8,3486230.0,3006258.8,3188351.2,2943458.0,3133533.8,0,0,0,956028.44,0,
2260,364.06563213908356,9.021369,,,,,,,,,,,3954873.0,4943389.0,4267048.0,5079011.5,2631152.0,3650345.5,4003324.0,4597601.5,4223490.5,4589672.5,3721823.5,4127347.8,4611763.0,3333303.5,3829686.2,3483748.5,3807728.5,4158473.8,4386153.0,3374369.5,4665345.5,3746859.8,4228041.5,0,
2261,430.2298907445034,9.021201,,,,,,,,,,,1598399.6,1820540.9,1853595.8,1745863.9,0,1697041.9,1856463.1,1829969.0,1997893.5,2016513.8,1786940.1,2008513.5,2048557.0,1442575.8,1608581.1,1504368.6,1924677.1,1695325.8,1771871.9,1457296.6,1872596.4,1729885.5,1635128.2,0,
2262,303.1776257172853,9.022001,,,,,,,,,,,0,0,0,0,5089251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2263,314.1464236485479,9.029306,,,,,,,,,,,2928049.8,3129848.8,3535235.5,3130308.0,1196432.4,2257498.0,2481813.0,2793826.0,2767766.8,2778104.5,2510957.5,2808146.0,2953740.8,2082597.9,2364808.2,2069366.9,2345356.8,2301373.0,2372521.8,1721437.5,2631224.8,2168004.2,2393962.5,0,
2264,285.1197995608277,9.026515,,,,,,,,,,,1472313.1,2021194.6,1228476.5,1453937.8,2921398.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2265,360.22464716688916,9.016164,,,,,,,,,,,2350843.0,3043379.5,3125965.8,2884332.0,2353434.5,2138153.5,2230541.8,2436286.0,2137449.0,2620773.2,2218896.2,2197739.5,2569968.2,2370778.8,2593184.8,2224726.0,2747792.2,2398010.8,2473244.0,1826624.5,2550808.0,2294932.8,2102900.5,0,
2266,294.1676406385022,9.040808,,,,,,,,,,,1210744.0,1190160.6,1248664.5,1136827.9,0,1393402.5,1308221.2,1522037.8,1287463.4,1192599.0,1140340.2,1352621.4,1297499.8,1136839.1,1157064.4,1180329.2,1228564.9,1231566.9,1280347.1,1331483.4,1432283.1,1320590.1,1457189.8,0,
2267,549.2710625504722,9.052435,,,,,,,,,,,3329037.2,4386221.0,4781735.0,3750534.0,2579865.0,3138523.8,3130839.5,3280902.8,4416905.0,4528766.5,3847349.2,4388756.0,4536899.0,3383034.2,3111110.8,3357884.0,3616641.5,3517117.0,3449365.0,2896211.5,3040847.0,3020060.2,3178440.0,0,
2268,432.1553236249831,9.048254,,,,,,,,,,,2618676.0,3570566.0,3730557.5,3385387.5,0,1438939.0,1697982.9,1823697.8,3655238.2,3845226.0,3595892.0,4333040.5,3666356.2,1688132.0,1556183.4,1706121.5,2037582.1,1914484.2,1712829.6,1398627.8,1437711.2,1552790.8,1689707.4,0,
2269,213.09845977539536,9.05363,,,,,,,,,,,2238172.5,1940582.4,1402401.8,1836328.9,8470468.0,0,0,0,0,1199977.8,0,0,0,1453297.6,1473234.1,1510262.0,1419017.0,1626735.2,1563047.2,0,0,0,0,0,
2270,357.2168969505966,9.058859,,,,,,,,,,,0,0,0,0,0,2705940.2,2490055.0,2705012.2,0,0,0,0,0,0,0,0,0,0,0,4216194.5,2984576.0,3579007.2,2176728.0,0,
2271,134.10042700405117,9.072331,,,,,,,,,,,0,0,0,0,1165164.2,4102908.0,3804678.0,4295110.0,0,0,0,0,0,2188290.2,2710688.2,2330569.8,2322750.8,2512263.2,2905790.2,6267491.0,5006071.0,4655134.0,3872292.2,0,
2272,133.0973104661422,9.0759735,,,,,,,,,,,8037862.0,994083.7,0,1185248.9,1.9474334E7,7.019148E7,6.2900564E7,7.203819E7,3832872.5,1486174.8,1727457.1,1570644.6,3743659.2,3.659188E7,4.334027E7,4.050345E7,3.8852556E7,4.2603308E7,4.4585988E7,1.0537574E8,8.401037E7,7.795899E7,6.523718E7,0,
2273,301.18735916228525,9.081935,,,,,,,,,,,1521100.5,1549459.5,1527072.4,1437743.1,0,0,0,0,1211703.0,1431508.0,1177597.4,1362187.5,1277974.5,0,0,0,0,0,0,0,0,0,0,0,
2274,146.16532415831762,9.102786,,,,,,,,,,,0,0,0,0,4070955.5,0,0,0,0,0,0,0,0,2712943.2,2611031.8,2037155.9,1697815.9,0,0,1345890.8,0,0,0,0,
2275,160.18092149930675,9.089347,,,,,,,,,,,0,0,0,0,7622681.5,0,0,0,0,0,0,0,0,4364800.5,4604456.5,2941879.5,2153914.5,0,0,1689825.8,0,1120561.2,0,0,
2276,246.1561507339481,9.084817,,,,,,,,,,,0,0,0,0,7.0145864E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2277,347.20359868614895,9.095513,,,,,,,,,,,0,0,0,0,2689256.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2278,377.16696848068824,9.11812,,,,,,,,,,,6438917.0,7015004.5,8359116.5,7039618.5,4075241.8,5139829.5,5801681.0,5849638.0,7193299.0,6777370.0,6184404.0,7585879.5,6155876.5,4324573.0,5057293.0,4706448.0,4753746.0,5772249.5,5927859.5,4631727.0,6111820.0,4584668.5,6440945.0,0,
2279,520.2441917485056,9.122679,,,,,,,,,,,2300308.8,2468019.8,2679042.0,2408135.0,1444599.4,1464746.2,1427946.9,1348304.0,2291471.0,2379974.8,2201301.2,2730523.8,2225784.2,1594478.4,1691265.9,1660729.1,1930792.5,1772914.6,1890653.5,0,1375571.5,0,1586915.1,0,
2280,271.1038535709859,9.117726,,,,,,,,,,,2858682.8,3130164.2,3727815.8,3402101.0,0,1220912.5,1252151.4,1230634.9,3528888.5,3368974.5,3182534.8,3824802.0,3161259.2,1165473.2,1196611.0,1190862.8,1089110.4,1269129.1,1548252.4,0,1270750.0,1106671.5,1397970.6,0,
2281,488.2466432151422,9.1254,,,,,,,,,,,2199524.0,2100691.5,2267328.0,2136715.5,0,0,1082584.4,0,1916806.1,1915773.8,1934154.5,2014922.1,1631724.5,1120669.2,1300584.8,1080405.5,1236655.0,1267469.0,1711629.9,0,0,0,1380788.6,0,
2282,317.19325597551364,9.107152,,,,,,,,,,,0,0,0,0,1854005.4,0,1028381.5,0,1268156.6,0,0,0,0,0,0,0,0,0,0,0,1069305.0,986364.75,1072930.8,0,
2283,429.2459935172365,9.129362,,,,,,,,,,,2442541.8,2763255.8,2745837.8,2382093.2,1550173.5,1899414.1,1831968.6,1770800.4,2590797.5,2503246.5,2394889.8,2681217.5,2160662.0,1745246.5,2006632.0,1692490.8,1820281.0,2021157.5,2194462.8,1643540.8,1818320.1,1580745.5,1921295.1,0,
2284,558.3254555420058,9.145862,,,,,,,,,,,4224248.0,4958225.5,5431059.5,4621936.5,3325101.2,4287476.0,4384421.0,3716946.2,6721242.5,6395784.0,6079530.5,7158834.5,5750250.0,4233822.5,4656823.0,4298136.0,4500338.0,5098172.0,5482270.0,2953787.5,3892469.8,3567285.5,4105231.2,0,
2285,390.2348994469352,9.141233,,,,,,,,,,,2094697.0,2435301.8,2396388.5,2085175.9,1844298.8,0,0,0,1105889.1,1395814.5,1167407.6,1288288.6,1262889.5,0,1200737.9,0,1133252.2,1225781.0,1564985.2,0,0,0,0,0,
2286,289.1871403317706,9.148796,,,,,,,,,,,2521587.8,2213280.5,2208904.2,1670663.1,4185172.0,0,0,0,0,0,0,0,0,0,1083334.5,0,1092049.4,1185470.8,1328686.6,0,0,0,0,0,
2287,476.7106526854044,9.15129,,,,,,,,,,,3491465.0,3595280.0,3299380.5,3036481.2,1847816.6,2693280.8,2640677.0,2601613.8,3344127.5,3058930.0,2700124.5,3330808.0,3074433.8,2521125.0,2866357.8,2773523.2,2919264.5,3134404.0,3574862.2,2064925.1,2501858.5,2369794.0,2988668.2,0,
2288,459.256774906114,9.159426,,,,,,,,,,,2735964.8,2914436.5,2713858.5,2424779.0,0,1731873.8,1629988.8,1532234.9,2782679.8,2827578.2,2405768.8,3095089.2,2408151.8,1738698.4,1906093.1,1776515.8,1863317.4,2176319.5,2341016.2,1234656.9,1523564.8,1473913.2,1649600.9,0,
2289,623.216221202801,9.163687,,,,,,,,,,,1.5508569E7,1.4884074E7,1.4216508E7,1.3458237E7,1.003162E7,9776024.0,9443853.0,9950389.0,1.097023E7,1.1361555E7,9911664.0,1.1183779E7,1.0884063E7,1.0485236E7,1.2418592E7,1.2061986E7,1.1471425E7,1.3799026E7,1.3661782E7,9308125.0,9491515.0,8887390.0,9836236.0,0,
2290,803.3789797459241,9.165084,,,,,,,,,,,4042549.0,4302433.5,4186027.8,4237214.0,2775752.8,1761550.6,1732534.6,1817571.6,1903239.4,2648665.5,2095138.5,2287685.2,2583631.0,2446808.8,2792270.2,2520328.5,2597994.2,3125936.8,3013705.5,1736625.2,2047467.8,1596339.4,2199561.5,0,
2291,473.2722138161036,9.165243,,,,,,,,,,,3512421.5,4789322.5,6272589.5,4544270.5,5385967.0,5913787.5,5406694.5,5348918.0,8148741.0,7842599.5,7281879.5,9266924.0,7299194.0,5155647.0,5756183.5,5445184.5,5675151.5,6427149.0,6823555.5,4139841.2,4842831.0,4808656.5,5682715.5,0,
2292,275.1714475792606,9.17862,,,,,,,,,,,6281510.5,5232684.0,6095136.0,5059561.5,7150147.0,2254417.5,1935879.0,2271984.5,2115978.0,2072484.5,2170930.2,1963209.5,2972400.2,2782330.0,3221749.2,3085537.5,3374838.0,3260035.8,3509744.0,2148140.5,2314255.0,1897330.0,2795081.2,0,
2293,405.1982301667788,9.181225,,,,,,,,,,,1846128.2,2021880.6,2554578.5,2410966.8,0,4050160.0,3757436.2,3944243.8,6459999.5,6198719.0,6890071.5,8414397.0,6698504.5,2999652.8,3504323.8,3409015.2,3416972.2,3631567.2,4035129.5,3417878.5,3810557.5,3379409.8,3940833.8,0,
2294,333.1880339061741,9.192887,,,,,,,,,,,2965527.5,2371461.2,2424477.0,2095200.5,2382689.8,1205088.1,1143939.2,1292128.5,1753436.8,1163416.6,1370663.2,1219800.0,1930434.8,1426715.1,1668558.2,1569866.5,1517569.0,1539052.9,1740245.6,1118766.4,1426185.6,0,1539031.8,0,
2295,319.1976112870885,9.186396,,,,,,,,,,,6162264.0,5141240.5,6408642.0,4992732.0,5195060.0,2583620.8,2344379.0,2750859.2,2394573.2,2720755.5,3022574.2,2590218.8,3553558.5,3146747.8,3497193.5,3385907.2,3512573.5,3415085.5,3703490.0,2194026.2,2671498.5,2136511.5,3215542.0,0,
2296,309.1657634087915,9.19657,,,,,,,,,,,2152827.2,2108068.8,2249525.2,2002276.9,0,1218044.5,1145757.0,1222981.8,2034159.8,1677167.0,1675603.0,2304931.8,1922813.0,0,1162283.0,1312367.2,1433455.6,1276476.5,1672419.6,0,1190878.5,0,1482656.5,0,
2297,156.07686319358987,9.183896,,,,,,,,,,,1446944.0,1589139.5,1050378.0,1684617.6,1.240759E7,1.2268489E7,1.1040646E7,7823798.5,1.3632819E7,7328246.5,9922640.0,5574909.5,1.169861E7,9872569.0,9355437.0,7919835.5,8800482.0,6391941.0,6327489.0,8424847.0,8143661.0,7658257.0,7412401.0,0,
2298,225.09828896741487,9.201567,,,,,,,,,,,0,0,0,0,2187639.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2299,284.13548857413406,9.206613,,,,,,,,,,,1088054.8,1460038.5,1471779.4,1580251.6,5.6036064E7,0,0,0,0,0,0,0,0,1865055.6,1756441.2,1479514.4,1535697.1,1467919.4,1699561.9,0,0,0,0,0,
2300,446.2437409381975,9.212573,,,,,,,,,,,1340232.4,1170818.1,0,1241105.9,0,2175629.2,1825358.5,1473024.8,2457532.2,2653079.8,2685173.2,2714334.5,2700096.0,0,1992154.5,1783393.9,0,1837437.8,1864981.2,1743903.9,1630840.4,1540062.6,1596505.5,0,
2301,267.16466354376064,9.214786,,,,,,,,,,,2152862.8,2121977.0,2279523.5,1914249.1,1292426.0,1792227.8,1656518.1,1596972.2,2178665.8,2089368.4,2043731.6,2238092.5,2339732.2,1498956.9,1802679.1,1709324.6,1822542.0,1682542.5,2143640.5,1649821.8,1658586.9,1507932.2,1773278.9,0,
2302,243.1089524920655,9.206003,,,,,,,,,,,3017630.0,3109161.0,4044678.0,3528521.5,6.596447E7,0,0,0,1251190.1,1179504.8,1314006.9,1284464.9,1350437.1,3432530.0,3303683.5,3157231.5,3243946.0,3549911.8,3875697.0,0,0,0,0,0,
2303,416.2503396583911,9.214562,,,,,,,,,,,6003822.5,4993260.0,3849285.2,4302169.5,0,0,0,0,1119324.1,1467971.4,1219321.2,1323482.8,1451901.9,1903098.4,1918432.2,1986508.4,1950854.5,1966884.2,2378963.0,1047293.56,1255434.9,0,1293123.2,0,
2304,253.1296674361605,9.212585,,,,,,,,,,,6262742.0,5732157.5,3297612.8,4449092.5,0,0,0,0,0,1595088.1,0,0,0,2175587.5,2060406.1,1988829.8,2073210.8,1866332.4,2074887.1,1732339.0,1715286.8,1224458.0,1178392.4,0,
2305,266.1613216068057,9.217082,,,,,,,,,,,1.6015712E7,1.5644687E7,1.6553444E7,1.4906226E7,9847405.0,1.3552772E7,1.2451166E7,1.2791205E7,1.7985084E7,1.5222337E7,1.6030225E7,1.75129E7,1.6710828E7,1.1757841E7,1.2600453E7,1.2588113E7,1.3133902E7,1.3048562E7,1.5596257E7,1.2857807E7,1.3173823E7,1.1031921E7,1.4010171E7,0,
2306,431.26156931250387,9.229906,,,,,,,,,,,2234158.8,2455319.2,2445013.0,2509869.2,1609743.1,2114003.8,2045188.6,1927504.2,2148293.8,2312535.2,2118147.0,2605071.2,2334545.2,2112004.8,2063047.9,2113547.5,2224495.2,2121551.5,2603245.2,1698704.5,2158114.0,1776221.4,2200315.5,0,
2307,551.1950632136052,9.231196,,,,,,,,,,,1.2461745E7,1.3623854E7,1.1315447E7,1.2171888E7,1.0282735E7,8367210.0,8318573.0,8281319.0,7704001.0,8598845.0,8246133.5,8516222.0,9092617.0,8705709.0,9328451.0,1.0043863E7,1.0136452E7,9068891.0,1.112768E7,7273901.0,8427790.0,7162784.5,9806829.0,0,
2308,260.17185062749996,9.2319765,,,,,,,,,,,0,0,0,0,3059942.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2309,347.19268306273733,9.232231,,,,,,,,,,,4030413.0,4820951.5,4216961.0,4676202.0,1691074.9,3419708.0,3264231.8,3194888.2,4919277.5,5226744.0,4669565.5,5773125.0,5241040.5,3162086.8,3395696.2,3719791.0,3626795.2,3703983.0,4619660.5,2291398.5,3444573.8,2648793.0,3621529.0,0,
2310,276.16636977209237,9.24207,,,,,,,,,,,0,0,0,0,3.110724E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2311,528.2241866968168,9.248504,,,,,,,,,,,0,0,0,0,0,2598671.2,2511543.8,2230643.0,4075365.8,3056788.0,3058340.2,3939147.0,3455036.5,2013118.0,2270970.8,2381037.5,2510797.0,2432970.5,2823373.5,1928453.4,2193265.0,1964629.9,2359041.8,0,
2312,270.1197503896772,9.247193,,,,,,,,,,,1155610.6,1553497.6,0,1502545.2,2.188549E7,0,0,0,0,0,0,0,0,1978242.6,2052613.4,2159873.2,2260191.8,2113834.8,2489734.2,0,0,0,0,0,
2313,500.28308650881456,9.255048,,,,,,,,,,,0,0,1513396.8,0,0,1874307.5,1647786.1,1718354.2,1811833.5,2060475.2,2055216.0,2238504.8,2102240.0,1469925.1,1719180.0,1638645.0,1783187.4,1830637.9,1825778.4,1603190.4,1571093.6,1487365.8,1653080.4,0,
2314,253.1296585230425,9.223237,,,,,,,,,,,6026606.5,5066979.0,3074372.8,4449092.5,0,0,0,0,0,1515995.2,0,0,0,2323157.5,2302263.2,2181831.5,0,1943740.8,2186045.2,1629306.1,1715286.8,1224458.0,1178392.4,0,
2315,290.14580508555605,9.262235,,,,,,,,,,,0,0,0,0,2527025.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2316,246.1561892936097,9.272622,,,,,,,,,,,0,0,0,0,3.7618864E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2317,349.20822546050397,9.275543,,,,,,,,,,,2973141.8,3001611.0,3541886.2,2812021.0,1342372.5,2422044.8,2002159.4,2032320.9,1338489.8,2734875.5,2553916.5,1736614.6,1998064.5,1957225.5,2328339.0,2252750.5,2372817.8,2808309.2,2406084.8,1632520.6,2818020.2,1929922.1,1572674.4,0,
2318,232.14054026858867,9.282139,,,,,,,,,,,0,0,0,0,3.821013E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2319,285.2034600918299,9.286173,,,,,,,,,,,2016289.8,1971129.4,2357885.2,1840414.8,2236407.5,2072455.8,1880392.4,2375270.5,1991837.4,2152803.0,2063763.4,1979330.1,2033390.5,1951160.8,2039504.6,1991564.4,2149129.2,2288884.2,2262487.0,2036194.0,2091868.9,1834816.8,1996411.9,0,
2320,262.13995556234386,9.306583,,,,,,,,,,,0,0,0,0,4404889.5,0,0,0,0,0,0,0,0,0,0,0,1067167.2,0,0,0,0,0,0,0,
2321,489.115146839417,9.306369,,,,,,,,,,,5759963.5,5333315.5,6203548.0,5396080.5,3764104.0,5316714.5,5423998.5,7189892.0,5858125.5,4671047.5,4924497.5,5453619.5,5930943.5,4184364.8,4329143.5,4202435.5,5709255.5,6490608.0,7036994.5,4612587.0,5463417.5,4823427.5,6461709.5,0,
2322,361.1831766796109,9.305999,,,,,,,,,,,1675510.4,1906972.4,2002110.5,1827245.1,0,1551481.1,1628646.9,1562895.0,1265355.4,1650481.6,1913173.9,1156251.9,1172365.4,1509826.8,1701329.6,1537150.2,1952997.5,1636462.6,1258331.2,1458625.4,1489386.0,1622297.6,1430846.6,0,
2323,201.123470108724,9.312022,,,,,,,,,,,0,0,0,0,4736418.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2324,218.15005247178254,9.312022,,,,,,,,,,,0,0,0,0,7.3929624E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2325,386.2152491200733,9.32379,,,,,,,,,,,1509872.2,2076678.0,1192419.5,1707313.0,0,0,0,0,0,0,0,0,0,0,0,0,1149022.0,0,0,0,0,0,0,0,
2326,618.3099419663488,9.31605,,,,,,,,,,,1.0980509E7,1.4624262E7,1.2337684E7,1.2622523E7,1.076187E7,3500804.0,3669484.5,4242893.0,2203241.8,4214702.5,4339797.5,2574340.5,2923374.5,6609111.5,6795402.5,5951535.0,7893799.0,5629705.0,5534162.5,4355603.0,3459860.2,3565890.5,4040703.0,0,
2327,305.18198645187897,9.32144,,,,,,,,,,,4135924.5,7852759.5,5409870.0,6794314.0,3288016.0,2277399.2,2589536.8,2247926.2,1812902.1,3483035.5,4569379.0,1853271.0,2015878.2,4895906.5,4962675.0,5018130.0,6123475.0,2311715.0,2304126.0,4418628.0,2316958.0,3007633.0,1967844.4,0,
2328,486.26786137684104,9.323354,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1301232.0,1716310.0,0,0,1812010.5,1866098.6,1768939.8,2283786.2,0,0,1455543.1,0,0,0,0,
2329,232.16562773491742,9.323143,,,,,,,,,,,2210369.2,4977430.5,3095616.0,4793743.5,5682451.0,1249677.4,1654807.2,0,0,2107991.0,3329667.8,0,0,5493921.5,5632588.5,5476870.0,6444145.5,1106220.0,0,5511914.0,0,2415958.5,0,0,
2330,494.308810393998,9.335371,,,,,,,,,,,1184261.8,2072819.2,1338483.1,1622696.6,0,0,0,0,0,0,0,0,0,1671557.0,1574216.9,1341782.2,1498293.8,0,0,0,0,0,0,0,
2331,446.2436752395609,9.288111,,,,,,,,,,,1069106.9,1132682.2,1539952.4,1404068.4,0,1986617.5,1739868.5,1637517.0,0,2149527.5,2316957.0,0,2435937.2,1968476.8,2023029.6,1625392.1,2059516.8,1837437.8,1604399.0,1743903.9,1630840.4,1540062.6,0,0,
2332,669.352271767606,9.344837,,,,,,,,,,,0,2772745.2,1956009.8,2150603.2,0,0,0,0,0,0,0,0,0,0,0,1157816.5,0,0,0,0,0,0,0,0,
2333,248.16045410446677,9.352707,,,,,,,,,,,0,0,0,0,7.9385096E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2334,249.16352782469912,9.352707,,,,,,,,,,,0,0,0,0,8701448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2335,490.2701887723876,9.357455,,,,,,,,,,,1596059.2,2831326.2,1974069.9,3217211.2,0,0,1224450.6,0,0,1176677.6,1535047.1,0,1021078.1,2345903.2,2713271.0,2997081.5,2791069.0,1263269.5,1068848.2,1657820.2,1202155.5,1434340.1,0,0,
2336,489.2670793472797,9.359167,,,,,,,,,,,6762309.0,1.240582E7,8953432.0,1.370536E7,1360421.6,4522649.5,5015561.0,4527633.0,4506174.0,5109448.5,6045045.0,4594457.5,4647010.5,1.0610082E7,1.2094872E7,1.275374E7,1.1963433E7,5751887.5,4937528.5,7605716.0,4992472.5,5568179.5,4299967.0,0,
2337,146.1652470742006,9.314269,,,,,,,,,,,0,0,0,0,4260395.5,0,0,0,0,0,0,0,0,2053128.5,1775073.2,1531646.1,1274917.5,0,0,1193580.4,0,0,0,0,
2338,160.18088126088577,9.310586,,,,,,,,,,,0,0,0,0,7588877.0,0,0,0,0,0,0,0,0,3391350.8,3064915.8,2187467.5,1571293.5,0,0,1583270.1,0,0,0,0,
2339,294.14812851264884,9.373218,,,,,,,,,,,0,0,0,0,1.1334624E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2340,322.1542598056224,9.373218,,,,,,,,,,,0,0,0,0,2774351.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2341,363.1985804847963,9.3790455,,,,,,,,,,,2297413.5,2424470.0,2125355.2,2333430.0,1765465.2,1017296.8,0,0,0,0,0,0,0,1915804.1,2176506.2,1900098.6,1895793.9,1526629.1,1455887.9,0,1428091.8,1325869.9,1319322.9,0,
2342,257.1973339651036,9.381194,,,,,,,,,,,0,1531345.4,1433605.0,1452087.9,2401290.8,1140145.2,1086498.2,1219040.9,1194267.9,1357020.1,1177676.8,1077401.6,1199558.9,1917039.6,2048751.1,1811602.1,1790331.1,1435565.4,1270684.8,1432084.0,1321781.1,1356875.1,1229354.2,0,
2343,247.65802006709592,9.424662,,,,,,,,,,,1870398.8,2049292.8,1527711.1,1805414.2,0,0,1070489.1,1256868.8,1190358.1,1223644.6,1148285.0,1177476.5,1113901.1,1559151.8,1473694.4,1427525.0,1642121.4,1516882.8,1417900.8,1318554.5,1327272.9,1166314.2,1393346.4,0,
2344,347.192618737207,9.38454,,,,,,,,,,,2276867.2,2691713.2,2593583.2,2965854.5,3035091.8,2692212.2,2659094.0,2710755.5,2740767.0,3155375.8,2821666.8,2637915.2,2882632.2,6746298.0,6797884.0,5091220.0,4528612.5,3026960.0,2743034.8,2885126.5,3076555.0,2942945.0,2863112.8,0,
